企业名称,标题,URL,发布时间,来源,正文
交通银行,强势股追踪 主力资金连续5日净流入88股,http://finance.eastmoney.com/a/202601223627479127.html,2026-01-22 17:38:43,证券时报网,11.09 5.90 -2.46 601318 中国平安 6 10.74 2.55 -3.28 300223 北京君正 7 10.67 3.21 14.53 601211 国泰海通 5 10.33 9.67 -1.87 002558 巨人网络 9 8.99 4.57 5.43 601328
交通银行,银行行业今日净流出资金10.91亿元，招商银行等5股净流出资金超5000万元,http://finance.eastmoney.com/a/202601233628969993.html,2026-01-23 17:27:35,证券时报网,0.73 1.47 1676.27 601825 沪农商行 -0.82 0.36 1899.67 601229 上海银行 -2.30 0.56 2077.77 601818 光大银行 -0.30 0.45 4575.02 600016 民生银行 -0.27 0.69 6182.23 601328
交通银行,强势股追踪 主力资金连续5日净流入76股,http://finance.eastmoney.com/a/202601233628970280.html,2026-01-23 17:28:05,证券时报网,主力资金净流入比例（%） 累计涨跌幅（%） 000333 美的集团 8 17.68 7.23 0.76 600926 杭州银行 17 15.92 9.61 0.00 601211 国泰海通 6 11.87 9.14 -2.55 002558 巨人网络 10 10.17 4.69 6.43 601328
交通银行,银行行业今日净流入资金22.50亿元 工商银行等7股净流入资金超亿元,http://finance.eastmoney.com/a/202601263630719314.html,2026-01-26 17:17:05,证券时报网,银行行业资金流向排名 代码 简称 今日涨跌幅（%） 今日换手率（%） 主力资金流量（万元） 601398 工商银行 0.42 0.17 50747.50 601288 农业银行 1.33 0.20 38022.55 601328 交通银行 0.00 0.99 32686.64 601988
交通银行,强势股追踪 主力资金连续5日净流入75股,http://finance.eastmoney.com/a/202601263630727176.html,2026-01-26 17:20:48,证券时报网,证券简称 主力资金净流入天数 主力资金净流入金额（亿元） 主力资金净流入比例（%） 累计涨跌幅（%） 000333 美的集团 9 18.41 6.56 0.20 600926 杭州银行 18 16.73 9.11 1.96 601211 国泰海通 7 15.53 9.62 -1.82 601328
交通银行,银行行业1月27日资金流向日报,http://finance.eastmoney.com/a/202601273632240226.html,2026-01-27 16:46:50,证券时报网,0.76 57927.71 601166 兴业银行 -0.32 0.65 31721.16 601988 中国银行 0.38 0.20 22929.83 601398 工商银行 -0.14 0.17 16622.86 601288 农业银行 0.73 0.21 15225.05 601328
交通银行,强势股追踪 主力资金连续5日净流入72股,http://finance.eastmoney.com/a/202601273632275833.html,2026-01-27 17:08:31,证券时报网,（数据宝） 连续5日或以上主力资金净流入个股排名 证券代码 证券简称 主力资金净流入天数 主力资金净流入金额（亿元） 主力资金净流入比例（%） 累计涨跌幅（%） 601211 国泰海通 8 16.46 9.10 -2.85 601328 交通银行 9 12.17 9.82 -6.11
交通银行,因向关系人发放信用贷款等，交通银行上海市分行被罚没合计611.87万元,http://finance.eastmoney.com/a/202601273632454432.html,2026-01-27 20:32:22,北京商报,北京商报讯1月27日，国家金融监督管理总局上海监管局发布行政处罚信息公开表显示，交通银行上海市分行因“向关系人发放信用贷款、违规对个别贷款品种部分免息、置换类个人经营贷款管理严重违反审慎经营规则、项目融资业务严重违反审慎经营规则、流动资金贷款管理严重违反审慎经营规则、固定资产贷款管理严重违反审慎经营规则
交通银行,交通银行上海分行被罚没合计611.87万 涉多项违规,http://finance.eastmoney.com/a/202601273632608958.html,2026-01-27 23:46:48,蓝鲸新闻,蓝鲸新闻1月27日讯，近日，上海金融监管局发布了多张罚单，剑指交通银行股份有限公司上海市分行及其相关责任人。
交通银行,交通银行深圳分行FT账户体系成功上线,http://finance.eastmoney.com/a/202601283632651040.html,2026-01-28 01:42:02,证券时报,交通银行深圳分行此次FT账户体系的成功上线，不仅体现了分行在跨境金融领域的快速响应能力与服务水平，更彰显了交行支持国家对外开放战略、助力企业拓展国际业务的坚定决心。
交通银行,强势股追踪 主力资金连续5日净流入68股,http://finance.eastmoney.com/a/202601283633684529.html,2026-01-28 17:11:58,证券时报网,（数据宝） 连续5日或以上主力资金净流入个股排名 证券代码 证券简称 主力资金净流入天数 主力资金净流入金额（亿元） 主力资金净流入比例（%） 累计涨跌幅（%） 601211 国泰海通 9 17.90 8.42 -3.63 601328 交通银行 10 15.55 10.69
交通银行,交通银行福建省分行被罚75万，涉贷款管理不到位等,http://finance.eastmoney.com/a/202601283633691454.html,2026-01-28 17:17:02,蓝鲸新闻,蓝鲸新闻1月28日讯，近日，福建金融监管局发布行政处罚信息，剑指交通银行股份有限公司福建省分行及其相关责任人。 罚单显示，交通银行福建省分行存在流动资金贷款管理不到位、个人经营性贷款贷前调查不尽职，贷后管理不到位的问题。
交通银行,因向关系人发放信用贷款等违法违规行为 交行上海分行被罚约611万元,http://finance.eastmoney.com/a/202601283634060123.html,2026-01-28 19:30:34,经济参考网,1月27日，国家金融监督管理总局上海监管局发布行政处罚信息公开表（沪金罚决字〔2026〕8-16号），对交通银行（601328.SH）上海市分行及多名时任相关责任人员依法作出行政处罚，直指该行多项违法违规行为。
交通银行,强势股追踪 主力资金连续5日净流入57股,http://finance.eastmoney.com/a/202601293635376850.html,2026-01-29 17:47:32,证券时报网,（数据宝） 连续5日或以上主力资金净流入个股排名 证券代码 证券简称 主力资金净流入天数 主力资金净流入金额（亿元） 主力资金净流入比例（%） 累计涨跌幅（%） 601328 交通银行 11 17.49 10.54 -6.25 600919 江苏银行 8 13.93 11.01
交通银行,“科技+数据+生态”深度融合，交通银行四川省分行数字化经营再上新台阶,http://finance.eastmoney.com/a/202601293635581595.html,2026-01-29 21:14:56,每日经济新闻,交通银行四川省分行（以下简称“交行四川省分行”或“分行”）主动顺应时代趋势，积极践行总行战略，以“科技+数据+生态”的深度融合为引擎，推动全行数字化经营迈上新台阶，不仅实现了自身服务能力与运营效率的提升，更在服务四川地方经济发展、践行金融为民使命中展现了国有大行的担当与智慧。
交通银行,交通银行创新“电网通”方案 六大场景服务覆盖电力全生态,http://finance.eastmoney.com/a/202602023638413155.html,2026-02-02 11:53:53,21世纪经济报道,近年来，交通银行打造的“电网通”一站式综合金融服务方案，为行业提供了重要的新解法。
交通银行,交通银行并购贷款落地项目数较2025年同期增长超50%,http://finance.eastmoney.com/a/202602023638719442.html,2026-02-02 16:51:29,中国经营报,《中国经营报》记者从交通银行方面了解到，新规落地以来，该行落地并购贷款项目数量显著增长。截至1月23日，交通银行落地项目数较2025年同期增长超50%。按投向行业来看，该行新落地并购贷款项目主要分布在半导体等先进制造业、资源能源等领域。
交通银行,银行行业今日净流入资金13.12亿元，工商银行等11股净流入资金超5000万元,http://finance.eastmoney.com/a/202602023638770124.html,2026-02-02 17:17:19,证券时报网,0.89 0.15 26192.48 601988 中国银行 0.93 0.16 12054.36 600036 招商银行 -0.57 0.67 9818.10 601077 渝农商行 -2.31 1.13 8035.25 601658 邮储银行 0.79 0.33 7837.68 601328
交通银行,银行行业2月3日资金流向日报,http://finance.eastmoney.com/a/202602033640202769.html,2026-02-03 17:36:18,证券时报网,1.11 0.67 4224.91 601665 齐鲁银行 -1.57 1.21 4754.02 601166 兴业银行 0.11 0.48 4767.95 600926 杭州银行 -0.50 0.75 6776.43 601838 成都银行 -1.62 1.05 9973.77 601328
交通银行,渤海银行委任凌颖杰为职工董事，曾任天津农商行副行长,http://finance.eastmoney.com/a/202602033640288138.html,2026-02-03 19:24:38,财中社,凌颖杰，1972年出生，曾任交通银行（601328/03328）桂林分行行长，东方园林副总裁，天津农商银行副行长，现任本行党委副书记兼工会主席。
交通银行,交通银行信用卡“换帅”，贺波将出任总经理,http://finance.eastmoney.com/a/202602033640409415.html,2026-02-03 21:40:28,北京商报,北京商报讯2月3日，北京商报记者获悉，交通银行信用卡中心迎来人事调整。交通银行浙江省分行副行长贺波将接任总行信用卡中心总经理一职，其任职资格尚待监管部门批复。
交通银行,新春走基层 交通银行：金融添薪“贷动”年味经济升温,http://finance.eastmoney.com/a/202602053642619942.html,2026-02-05 13:13:23,新华网,从特色产业集群到民生消费商圈，交通银行以普惠金融为抓手，立足新春备货场景，定制差异化金融解决方案，用高效、精准、暖心的金融服务打通资金流转“堵点”。
交通银行,交通银行：囤金宝业务交易起点金额将上调至1500元,http://finance.eastmoney.com/a/202602053642693927.html,2026-02-05 15:02:59,北京商报,北京商报讯2月5日，交通银行手机银行App显示，根据监管要求和《交通银行囤金宝业务客户服务协议》相关规定，为顺应市场变化，加强业务风险管理，交通银行将对囤金宝业务进行调整。自2026年2月10日9:00起，该行囤金宝业务囤金计划交易起点金额将由1000元调整至1500元。
交通银行,银行行业今日净流入资金10.41亿元，招商银行等5股净流入资金超亿元,http://finance.eastmoney.com/a/202602053642849311.html,2026-02-05 17:18:29,证券时报网,厦门银行 9.99 1.91 7499.45 601166 兴业银行 1.04 0.57 7140.42 601939 建设银行 1.26 1.28 7012.86 600919 江苏银行 2.46 0.82 3615.11 601988 中国银行 0.93 0.13 2689.17 601328
交通银行,年终奖理财竞赛升级：发力“一站式配置”服务,http://finance.eastmoney.com/a/202602073644476860.html,2026-02-07 02:49:40,中国经营网,交通银行（601328.SH）财富管理部相关负责人在接受《中国经营报》记者采访时指出，居民财富配置具有“安全边际优先”的特点，整体风险偏好未大幅提升。储蓄“蓄水池”效应仍显著，低风险理财、“固收+”等产品仍是客户配置的主力产品。
交通银行,“文旅大戏”进云南 交通银行金融活水浇灌彩云之南文旅新生态,http://finance.eastmoney.com/a/202602103646684740.html,2026-02-10 16:19:00,新华网,2月9日，交通银行文旅大戏云南站正式发布。交行云南省分行和省文旅厅联合举办“游云南交好运”2026启动仪式暨“冬暖花开游云南”活动。此次活动聚焦深化银政企合作，旨在推出更多贴近群众、赋能产业的金融产品，以高质量金融服务为云南文旅提供强力支撑。
交通银行,交通银行山东省分行启动2026“乐购新春”促消费专项活动,http://finance.eastmoney.com/a/202602113647083467.html,2026-02-11 06:23:54,中国证券报,为积极响应国家促消费政策号召，助力打造春节消费盛宴，交通银行山东省分行近日推出“贺新春·美好生活就是这么惠”主题促消费专项活动。
交通银行,交通银行：金融活水精准滴灌 激活农业现代化新动能,http://finance.eastmoney.com/a/202602113647988433.html,2026-02-11 17:44:39,新华网,交通银行立足国有大行担当，以“数字+普惠”为核心引擎，通过产品创新、科技赋能与生态协同三维发力，构建起覆盖农业全产业链、全生命周期的金融服务新模式，为农业现代化建设注入强劲金融动能。
交通银行,交通银行：上调个人客户上金所延期合约保证金比例,http://finance.eastmoney.com/a/202602113648086187.html,2026-02-11 19:46:52,上海证券报·中国证券网,上证报中国证券网讯2月11日，交通银行发布关于调整个人客户上海黄金交易所延期合约保证金比例的通知称，近期国内外贵金属价格波动加剧，市场风险提升，为顺应市场变化，保护投资者权益，该行对上海黄金交易所代理个人业务延期合约交易保证金比例进行调整。
