企业,日期,来源,内容
交通银行,2025-04-15,巨潮资讯,交通银行（股份代号：03328）于2025年4月15日发布董事会会议通告，宣布将于2025年4月29日举行董事会会议，审议及批准本行及其附属公司截至2025年3月31日止三个月的未经审核季度业绩。
交通银行,2025-04-16,巨潮资讯,交通银行（股份代号：03328）公告称，将于2025年4月29日举行董事会会议，审议及批准本行及其附属公司截至2025年3月31日止三个月的未审核季度业绩。该公告于2025年4月15日发布。
交通银行,2025-04-16,巨潮资讯,交通银行于2025年4月16日召开2025年第二次临时股东大会、第一次A股类别股东大会和第一次H股类别股东大会。会议审议并通过了关于向特定对象发行A股股票的一系列议案，包括发行条件、方案、预案、论证分析报告、募集资金可行性、摊薄即期回报及填补措施，以及引入中国烟草总公司、中国双维投资有限公司作为战略投资者等事项。会议无否决议案。
交通银行,2025-04-16,巨潮资讯,交通银行于2025年4月16日发布海外监管公告，披露上海市锦天城律师事务所关于公司2025年第二次临时股东大会、A股及H股类别股东大会的法律意见书。会议审议并通过了向特定对象发行A股股票、引入中国烟草总公司及中国双维投资有限公司作为战略投资者等多项议案。
交通银行,2025-04-16,巨潮资讯,交通银行于2025年4月16日举行2025年第二次临时股东大会、A股及H股类别股东会议，审议并通过了向特定对象发行A股股票、引入中国烟草总公司和中国双维投资有限公司作为战略投资者、与财政部及战略投资者签署附条件生效的股份认购协议、授予第一大股东清洗豁免等多项议案。所有决议案均以投票表决方式获得通过。
交通银行,2025-04-17,巨潮资讯,交通银行于2025年4月16日召开2025年第二次临时股东大会及A股、H股类别股东大会，审议通过了关于向特定对象发行A股股票的相关议案，包括发行方案、募集资金用途、引入中国烟草总公司和中国双维投资有限公司作为战略投资者，以及与财政部和战略投资者签署股份认购协议等。所有议案均获通过，无否决议案。出席会议股东持股占公司有表决权股份总数的84.98%。
交通银行,2025-04-17,巨潮资讯,交通银行于2025年4月16日召开2025年第二次临时股东大会、A股及H股类别股东大会，审议通过了向特定对象发行A股股票的相关议案，包括引入中国烟草总公司、中国双维投资有限公司作为战略投资者，并与财政部、前述战略投资者签署附条件生效的股份认购协议。上海市锦天城律师事务所出具法律意见书，确认本次股东大会的召集、召开程序及表决结果合法有效。
交通银行,2025-04-17,巨潮资讯,交通银行于2025年4月17日发布海外监管公告，依据香港联交所上市规则第13.10B条，载列其在上海证券交易所网站刊登的《国泰海通证券股份有限公司关于交通银行股份有限公司向特定对象发行A股股票之发行保荐书》。保荐人为国泰海通证券，该保荐书为本次A股发行相关文件。
交通银行,2025-04-17,巨潮资讯,交通银行（股份代号：03328）于2025年4月17日发布海外监管公告，根据香港联合交易所上市规则第13.10B条，刊载国泰海通证券股份有限公司出具的《关于交通银行股份有限公司向特定对象发行A股股票之上市保荐书》。该保荐书就交通银行向特定对象发行A股股票事宜进行保荐。
交通银行,2025-04-17,巨潮资讯,交通银行于2025年4月17日发布海外监管公告，根据香港联交所上市规则第13.10B条，在上海证券交易所网站刊登了《交通银行股份有限公司向特定对象发行A股股票募集说明书（申报稿）》，并列出董事会成员名单。
交通银行,2025-04-17,巨潮资讯,交通银行于2025年4月17日发布海外监管公告，载列其在上海证券交易所刊登的2024年1月1日至12月31日止年度财务报表。毕马威华振会计师事务所出具审计意见，认为财务报表按企业会计准则编制，公允反映了交通银行2024年12月31日的合并及公司财务状况、年度经营成果及现金流量。公告同时列出了现任董事名单。
交通银行,2025-04-17,巨潮资讯,交通银行于2025年4月17日发布公告，其向特定对象发行A股股票的申请已获上海证券交易所受理。上交所认为申请文件齐备、符合法定形式，决定予以受理并审核。该事项尚需上交所审核通过及中国证监会同意注册后方可实施，最终结果存在不确定性。
交通银行,2025-04-17,巨潮资讯,交通银行于2025年4月17日发布海外监管公告，根据香港联交所上市规则，刊载了北京市金杜律师事务所出具的关于交通银行向特定对象发行A股股票的法律意见书，该公告内容涉及本次发行的批准、主体资格、实质条件、发行人设立、独立性、股东、业务、关联交易、主要财产、债权债务、募集资金运用等事项。
交通银行,2025-04-18,巨潮资讯,2025年4月18日，交通银行发布毕马威华振会计师事务所出具的审计报告。审计意见认为，交通银行2024年12月31日的合并及公司财务报表，在所有重大方面按照企业会计准则编制，公允反映了其财务状况、经营成果和现金流量。关键审计事项涉及发放贷款和垫款、以摊余成本计量的金融投资及信贷承诺的预期信用损失计量。
交通银行,2025-04-18,巨潮资讯,原文信息不足，无法形成完整摘要。
交通银行,2025-04-18,巨潮资讯,交通银行拟向特定对象发行A股股票，国泰海通证券与中信建投证券担任本次发行的保荐人。两机构已出具上市保荐书，声明将依法依规履行职责。发行人交通银行成立于1987年，主营商业银行业务，A股代码601328。截至2024年末，总资产约14.90万亿元，归属股东净利润935.86亿元，不良贷款率1.31%，拨备覆盖率201.94%。
交通银行,2025-04-18,巨潮资讯,交通银行于2025年4月18日公告，国泰海通证券股份有限公司与中信建投证券股份有限公司作为保荐人，就其向特定对象发行A股股票事宜出具了发行保荐书。保荐人声明已根据相关法律法规完成尽职调查，并保证所出具文件的真实性、准确性和完整性。本次发行尚需履行相关程序。
交通银行,2025-04-18,巨潮资讯,交通银行于2025年4月17日收到上海证券交易所通知，其向特定对象发行A股股票的申请文件齐备、符合法定形式，已被上交所受理并进入审核程序。该发行事项尚需上交所审核通过及中国证监会同意注册后方可实施，最终能否获批及时间存在不确定性。交通银行将根据进展履行信息披露义务。
交通银行,2025-04-18,巨潮资讯,原文信息不足，无法形成完整摘要。
交通银行,2025-04-22,巨潮资讯,交通银行于近日收到上交所关于其向特定对象发行A股股票申请文件的审核问询函。公司已会同中介机构对问询问题逐项落实并回复，回复内容于2025年4月21日在上交所网站披露。本次发行尚需上交所审核通过及中国证监会同意注册，最终能否实施及时间存在不确定性。
交通银行,2025-04-22,巨潮资讯,交通银行于2025年4月18日收到上交所关于其向特定对象发行股票申请的审核问询函，并于4月22日回复。回复显示，2022年1月至2024年12月，交通银行及其分支机构共收到单笔10万元以上行政处罚202笔，罚没金额合计约1.80亿元，占2024年利润总额的0.17%、净资产的0.02%。相关处罚涉及金融监管总局、人民银行、外汇管理局等部门，均不构成重大违法行为，不构成本次发行障碍。
